0,0,0,0,0,0,0,0,0,0
0.0023356834,0,0,-0.0005645562,0,0,0.0002717691,-6.56891E-05,0.011616942,0.0190013547
0.0044150268,0.0023356834,0,-0.0010264556,-0.0005645562,0,0.0008760705,-0.000207019,0.0078121684,0.0112116998
0.004500998,0.0044150268,0.0023356834,-0.0004914442,-0.0010264556,-0.0005645562,0.0016012192,-0.0003113111,0.0070467109,0.0101310541
0.0028085615,0.004500998,0.0044150268,0.0009009306,-0.0004914442,-0.0010264556,0.0021697264,-0.0002412471,0.0061686862,0.0088252738
0.0006466015,0.0028085615,0.004500998,0.0024235146,0.0009009306,-0.0004914442,0.0024344643,6.40963E-05,0.005065527,0.0071592782
-0.0006080606,0.0006466015,0.0028085615,0.0033203595,0.0024235146,0.0009009306,0.0024519592,0.0005522188,0.0038948274,0.005313175
-0.0003044953,-0.0006080606,0.0006466015,0.0032383265,0.0033203595,0.0024235146,0.0024223612,0.0010917227,0.0027241279,0.0035706337
0.0012338735,-0.0003044953,-0.0006080606,0.0023595969,0.0032383265,0.0033203595,0.0025560629,0.0015461089,0.0017380386,0.0021522862
0.0030203439,0.0012338735,-0.0003044953,0.001229586,0.0023595969,0.0032383265,0.0029520631,0.0018406398,0.0009478164,0.0010716404
0.004024506,0.0030203439,0.0012338735,0.0004177768,0.001229586,0.0023595969,0.0035523357,0.0019874273,0.0003331991,0.000224234
0.0037238312,0.004024506,0.0030203439,0.0002170734,0.0004177768,0.001229586,0.004185714,0.0020616141,-0.0001936157,-0.0005628363
0.0023089824,0.0037238312,0.004024506,0.0005330842,0.0002170734,0.0004177768,0.0046655024,0.0021483702,-0.0007091738,-0.0014093422
0.0004849701,0.0023089824,0.0037238312,0.000993997,0.0005330842,0.0002170734,0.0048818607,0.0022929457,-0.0012404913,-0.0023053776
-0.0009673255,0.0004849701,0.0023089824,0.0011904992,0.000993997,0.0005330842,0.0048414267,0.0024796584,-0.0017515467,-0.0031518835
-0.0016042177,-0.0009673255,0.0004849701,0.0009006461,0.0011904992,0.000993997,0.0046412895,0.0026466909,-0.0021680456,-0.0037822602
-0.0014928321,-0.0016042177,-0.0009673255,0.0001831614,0.0009006461,0.0011904992,0.0044008782,0.0027236802,-0.002431453,-0.0040839405
-0.0010903441,-0.0014928321,-0.0016042177,-0.0006902445,0.0001831614,0.0009006461,0.0041938738,0.0026690297,-0.0024764799,-0.0040299082
-0.000934067,-0.0010903441,-0.0014928321,-0.0014053901,-0.0006902445,0.0001831614,0.0040161887,0.0024872883,-0.0023639126,-0.003683201
-0.0013373757,-0.000934067,-0.0010903441,-0.0017720745,-0.0014053901,-0.0006902445,0.0038013496,0.0022205176,-0.0020982539,-0.0031563862
-0.002244392,-0.0013373757,-0.000934067,-0.0018036382,-0.0017720745,-0.0014053901,0.0034685897,0.0019217312,-0.0017695574,-0.0025530256
-0.0033099248,-0.002244392,-0.0013373757,-0.0016727786,-0.0018036382,-0.0017720745,0.0029725425,0.0016274991,-0.0014003368,-0.0019136435
-0.0041175821,-0.0033099248,-0.002244392,-0.0015926112,-0.0016727786,-0.0018036382,0.002328091,0.001344113,-0.0009950946,-0.0012292346
-0.0044060666,-0.0041175821,-0.0033099248,-0.0016936125,-0.0015926112,-0.0016727786,0.0016006047,0.0010525902,-0.0005403229,-0.0004547718
-0.0041806582,-0.0044060666,-0.0041175821,-0.0019636069,-0.0016936125,-0.0015926112,0.0008716676,0.0007269399,-2.07E-05,0.0004358605
-0.0036687218,-0.0041806582,-0.0044060666,-0.0022728465,-0.0019636069,-0.0016936125,0.0002018134,0.0003539321,0.0005650877,0.0014318556
-0.0031652724,-0.0036687218,-0.0041806582,-0.0024587536,-0.0022728465,-0.0019636069,-0.0003897675,-5.64928E-05,0.0011887103,0.0024764799
-0.0028666517,-0.0031652724,-0.0036687218,-0.0024166655,-0.0024587536,-0.0022728465,-0.0009205112,-0.0004744929,0.0018145843,0.0034850826
-0.0027823372,-0.0028666517,-0.0031652724,-0.0021475487,-0.0024166655,-0.0024587536,-0.0014211654,-0.0008637049,0.0023864261,0.0043901234
-0.0027605594,-0.0027823372,-0.0028666517,-0.0017434685,-0.0021475487,-0.0024166655,-0.0019092558,-0.001196304,0.0029042355,0.0051330674
-0.0025972796,-0.0027605594,-0.0027823372,-0.0013275627,-0.0017434685,-0.0021475487,-0.0023741598,-0.0014616393,0.0033094777,0.0057184172
-0.0021580318,-0.0025972796,-0.0027605594,-0.0009872109,-0.0013275627,-0.0017434685,-0.0027802262,-0.0016649516,0.0036471795,0.0062137132
-0.001445914,-0.0021580318,-0.0025972796,-0.0007367043,-0.0009872109,-0.0013275627,-0.0030838214,-0.0018184418,0.0038948274,0.0065289015
-0.0005871534,-0.001445914,-0.0021580318,-0.000524974,-0.0007367043,-0.0009872109,-0.0032533382,-0.0019306887,0.0040749351,0.0067090091
0.0002458994,-0.0005871534,-0.001445914,-0.0002773081,-0.000524974,-0.0007367043,-0.0032812321,-0.0020003706,0.0041649889,0.0067990629
0.0009248464,0.0002458994,-0.0005871534,5.59983165890376E-05,-0.0002773081,-0.000524974,-0.0031829193,-0.0020170822,0.0041424754,0.0067090091
0.0014180849,0.0009248464,0.0002458994,0.0004714778,5.59983165890376E-05,-0.0002773081,-0.0029851467,-0.0019677938,0.0040073947,0.0063938208
0.0017827966,0.0014180849,0.0009248464,0.0009177979,0.0004714778,5.59983165890376E-05,-0.0027117847,-0.0018445737,0.0037822602,0.0058985248
0.0021141879,0.0017827966,0.0014180849,0.0013241129,0.0009177979,0.0004714778,-0.0023746671,-0.0016494328,0.0034220449,0.0052231212
0.0024811728,0.0021141879,0.0017827966,0.0016357979,0.0013241129,0.0009177979,-0.001973597,-0.0013940521,0.0029492624,0.0043901234
0.0028867264,0.0024811728,0.0021141879,0.0018365311,0.0016357979,0.0013241129,-0.0015040211,-0.0010952351,0.002431453,0.0034670718
0.0032700148,0.0028867264,0.0024811728,0.0019474804,0.0018365311,0.0016357979,-0.0009670123,-0.0007690298,0.0018461032,0.0024809826
0.0035436531,0.0032700148,0.0028867264,0.0020072402,0.0019474804,0.0018365311,-0.0003756866,-0.0004267417,0.0012314859,0.0014543691
0.0036412058,0.0035436531,0.0032700148,0.0020461225,0.0020072402,0.0019474804,0.0002450955,-7.45685E-05,0.0005921038,0.0004056924
0.0035478933,0.0036412058,0.0035436531,0.0020695909,0.0020461225,0.0020072402,0.000864839,0.0002836304,-5.40E-05,-0.0006438848
0.0033006136,0.0035478933,0.0036412058,0.0020583927,0.0020695909,0.0020461225,0.001455464,0.0006425349,-0.0006956657,-0.0016750009
0.0029618887,0.0033006136,0.0035478933,0.0019827975,0.0020583927,0.0020695909,0.0019969704,0.0009928787,-0.001317037,-0.0026610902
0.0025854328,0.0029618887,0.0033006136,0.0018212721,0.0019827975,0.0020583927,0.0024783013,0.0013215746,-0.0018956328,-0.0035571256
0.0021928903,0.0025854328,0.0029618887,0.0015729153,0.0018212721,0.0019827975,0.0028938993,0.0016141569,-0.0024089395,-0.0043315884
0.0017724329,0.0021928903,0.0025854328,0.0012578489,0.0015729153,0.0018212721,0.0032386639,0.0018580417,-0.0028366951,-0.0049529598
0.0012964333,0.0017724329,0.0021928903,0.0009071076,0.0012578489,0.0015729153,0.0035044323,0.0020448834,-0.0031743969,-0.0054482557
0.0007461203,0.0012964333,0.0017724329,0.0005487429,0.0009071076,0.0012578489,0.0036798368,0.0021710131,-0.0034220449,-0.0057184172
0.0001283529,0.0007461203,0.0012964333,0.0001981532,0.0005487429,0.0009071076,0.0037532395,0.0022361125,-0.0035571256,-0.0058534979
-0.0005231234,0.0001283529,0.0007461203,-0.0001430842,0.0001981532,0.0005487429,0.0037168389,0.0022411637,-0.0035796391,-0.005808471
-0.0011604868,-0.0005231234,0.0001283529,-0.0004807632,-0.0001430842,0.0001981532,0.0035696766,0.0021869081,-0.0035120987,-0.0055833365
-0.0017406438,-0.0011604868,-0.0005231234,-0.0008183608,-0.0004807632,-0.0001430842,0.0033180894,0.0020736023,-0.0033319911,-0.0052231212
-0.0022386916,-0.0017406438,-0.0011604868,-0.0011503062,-0.0008183608,-0.0004807632,0.0029737434,0.0019019895,-0.0030393162,-0.0046377714
-0.0026507924,-0.0022386916,-0.0017406438,-0.0014609722,-0.0011503062,-0.0008183608,0.0025505277,0.0016747934,-0.0026565875,-0.0039623678
-0.0029856221,-0.0026507924,-0.0022386916,-0.0017299091,-0.0014609722,-0.0011503062,0.0020620629,0.0013977773,-0.0021928104,-0.0031383754
-0.0032514579,-0.0029856221,-0.0026507924,-0.001939367,-0.0017299091,-0.0014609722,0.001520917,0.001079783,-0.0016569902,-0.0022108211
-0.0034466113,-0.0032514579,-0.0029856221,-0.0020799064,-0.001939367,-0.0017299091,0.0009395036,0.0007317768,-0.001069389,-0.0012157265
-0.0035580716,-0.0034466113,-0.0032514579,-0.0021514075,-0.0020799064,-0.001939367,0.0003316987,0.0003654471,-0.0004480177,-0.0001837098
-0.0035677148,-0.0035580716,-0.0034466113,-0.0021598873,-0.0021514075,-0.0020799064,-0.0002860254,-7.9771E-06,0.0001879873,0.0008555112
-0.003461962,-0.0035677148,-0.0035580716,-0.0021123163,-0.0021598873,-0.0021514075,-0.000894751,-0.000378231,0.0008217411,0.001877622
-0.0032390146,-0.003461962,-0.0035677148,-0.0020127022,-0.0021123163,-0.0021598873,-0.001474536,-0.0007358375,0.001434107,0.0028457005
-0.0029102867,-0.0032390146,-0.003461962,-0.0018612333,-0.0020127022,-0.0021123163,-0.0020064249,-0.001071604,0.0020104514,0.003741736
-0.0024959623,-0.0029102867,-0.0032390146,-0.001656525,-0.0018612333,-0.0020127022,-0.0024741396,-0.0013762716,0.0025215068,0.0045477176
-0.0020179324,-0.0024959623,-0.0029102867,-0.0013991959,-0.001656525,-0.0018612333,-0.0028648416,-0.0016406313,0.0029717759,0.0052231212
-0.0014940241,-0.0020179324,-0.0024959623,-0.0010946525,-0.0013991959,-0.001656525,-0.0031689132,-0.0018561198,0.0033545046,0.0057184172
-0.0009362721,-0.0014940241,-0.0020179324,-0.0007535558,-0.0010946525,-0.0013991959,-0.0033792106,-0.0020156295,0.003624666,0.0060786324
-0.0003534327,-0.0009362721,-0.0014940241,-0.000389966,-0.0007535558,-0.0010946525,-0.0034904335,-0.002114174,0.0037822602,0.0062587401
0.0002447581,-0.0003534327,-0.0009362721,-1.842832804469E-05,-0.000389966,-0.0007535558,-0.0034990289,-0.0021491664,0.0038498005,0.0062587401
0.0008439938,0.0002447581,-0.0003534327,0.0003485457,-1.842832804469E-05,-0.000389966,-0.0034036909,-0.0021202754,0.0038047736,0.0060786324
0.0014246871,0.0008439938,0.0002447581,0.0007014436,0.0003485457,-1.842832804469E-05,-0.0032061417,-0.0020290284,0.003624666,0.0057184172
0.0019645766,0.0014246871,0.0008439938,0.0010329272,0.0007014436,0.0003485457,-0.0029117031,-0.0018784262,0.003377018,0.0052231212
